message_id,response_id,article_id,empathy,distress,empathy_bin,distress_bin,essay
R_eQzIcJ3JIlXTd9D_4,R_eQzIcJ3JIlXTd9D,304,6.000,7.000,1,1,"Hello friend,

This article scared me. I can't believe how high suicide rates have become in teens. I understand that young teens are more inclined to act impulsively. One bad day at school can triger a suicide attempt, that's crazy! Schools should do a much better job protecting children from bullying. I know that's impossible to eradicate it, but it schools and parents take the issue seriously enough, we could at least reduce the number of suicides."
R_eQzIcJ3JIlXTd9D_5,R_eQzIcJ3JIlXTd9D,381,1.000,6.500,0,1,"Hello friend,

I'm so glad I don't have a Wells Fargo account. I've hated this company for a long time. I've heard from friends that have an account there that they hated it. It's not surprising that Wells Fargo was opening fake accounts. Imagine the headache of having to deal with that on your credit report. Those customers should be compensated big time for this. Of course, nobody will be prosecuted."
R_3wr4CIeY7F2sP73_1,R_3wr4CIeY7F2sP73,33,1.167,2.250,0,0,Check out this article.  Remember I was telling you the other day about that man from the bank who approached me in the market?  He was asking about my savings plan and long and short term goals.  He also asked about my mortgage.  I bet he has the same pressures as the bank workers in Pennsylvania.  So shady!  I would never want to work under that kind of pressure.
R_3wr4CIeY7F2sP73_2,R_3wr4CIeY7F2sP73,165,2.667,4.500,0,1,"Wow!  I didn;t know tigers were in such trouble!  This makes me want to do more research and donate to the National Tiger Conservation Authority.  We must protect these animals!  It is so disturbing that poaching is still so problematic in today's society.  I have heard of poaching of other animals, but rarely about tigers.  I hope something can be done, and soon, to help tigers."
R_3wr4CIeY7F2sP73_3,R_3wr4CIeY7F2sP73,192,5.333,2.375,1,0,"I like Lena Heady, and, even though she plays one of the worst mother's on television, I can imagine that she must be a ball of nerves over this custody dispute.  I can;t imagine having to go through this, especially since the custody seemed to be agreed upon.  Her ex husband doesn't seem to be thinking about Wylie's best interest - only his own.  If it were me, I'd fight tooth and nail to kepp my son in the same country as me."
R_3wr4CIeY7F2sP73_4,R_3wr4CIeY7F2sP73,281,6.333,3.750,1,0,"Sally Brampton should serve as an example to others.  Talk about being forgotten.  She demonstrated clear signs of needing help, and the system failed her.  What a terrible loss!  A successful, intelligent, conflicted woman who was lost way too soon.  It is sad to see someone struggle with depression and other mental illnesses.  Society needs to do better to help people in need, especially when they are asking for it.  IT is a shame what happened to her."
R_3wr4CIeY7F2sP73_5,R_3wr4CIeY7F2sP73,336,6.167,5.125,1,1,"YOu hear about the environmental cost of using coal, but it is very upsetting to read about specific people and how their lives have changed, for the worse, because of coal mining.  Further upsetting is to hear about the animals effected.  Elephants invading villages, being electrocuted, hurting humans, all because their land is being taken for coal.  Sad! People are dying from lack of fresh air and water, and it is wrong. "
R_1Io8qG15wprv7wG_1,R_1Io8qG15wprv7wG,26,2.000,1.750,0,0,"Here we go again, talking about political figures forging and waging war for the popular vote. They switch sides and change their point of view so much that it is easy to say they don't care about the common person, only their chair in office. I think that the parties have merged into one, one mass all out war to get into office. "
R_1Io8qG15wprv7wG_2,R_1Io8qG15wprv7wG,150,6.833,1.625,1,0,This is a very sad article. Being of of the first female fighter pilots must have given her and her family great honor. I think that there should be more training for all pilots who deal in these acrobatic flying routines. I also think that women have just as much of a right to become a fighter pilot as men.  
R_1Io8qG15wprv7wG_3,R_1Io8qG15wprv7wG,244,5.000,5.250,1,1,It must be extremely difficult to find these lone wolf terrorist. I can only begin to understand the type of manpower needed to pursue these people. I think that most of them are mentally ill and hard to catch before they commit the crime. It makes me think of the movie Minority Report and how that type of technology might become available with the advance of A.I..
R_1Io8qG15wprv7wG_4,R_1Io8qG15wprv7wG,275,7.000,1.875,1,0,"I think that these types of tragic accidents are far and few. I might be wrong, though I don't hear of too many of them. I think that they may need to reevaluate some of their maintenance techniques to try and make this even more uncommon. It must of really devastated the family and friends of those who lost their lives. "
R_1Io8qG15wprv7wG_5,R_1Io8qG15wprv7wG,376,5.000,2.000,1,0,"Although I do think that companies have the right to advertise their product willingly, I also think that targeting kids is wrong. I think that good health should come first and the advertisement should condone this. Advertisements should not target kids, given that they don't really know what is good for them yet. "
R_3oGWvgpA3WsRlRG_1,R_3oGWvgpA3WsRlRG,54,4.333,1.750,1,0,There are immigrants in this country that are having a hard time assimilation in to the American Culture. The article blames Trump I believe there are most things at work here than just him. It seems the system is working as intended and it was in place before Trump. People need to be able to assimilate as it keeps our country at peace. What do you think we should do about it?
R_3oGWvgpA3WsRlRG_2,R_3oGWvgpA3WsRlRG,151,4.333,7.000,1,1,There was another gunman attacking random people in Houston. I think it's so scary and disgusting. Mental health these days seem to be at a all time low and it's showing left and right. We need to do something about people who don't act like humans anymore. They lose all empathy for others and just want to end their life in a cowardly way.
R_3oGWvgpA3WsRlRG_3,R_3oGWvgpA3WsRlRG,193,4.333,1.750,1,0,This is sad and such a strange case. I don't know who to side on. While it would have been good to stop the boat to look it also might not have mattered depending on where he fell into the water. I don't really care about them being gay or the fact that they say they were harassed that shouldn't matter in the case anyway.
R_3oGWvgpA3WsRlRG_4,R_3oGWvgpA3WsRlRG,284,5.833,5.750,1,1,This is so disturbing. It says that they are killing chickens that are still awake during it. It's like they like torturing them. Why can't we be like Europe? In Europe they have rules on how this is supposed to be done. No we just let companies do whatever they like. How hard it is to kill something and make sure it's not awake while doing so?
R_3oGWvgpA3WsRlRG_5,R_3oGWvgpA3WsRlRG,345,4.667,4.375,1,1,Did you hear about the earthquake in Tanzania? There were over 200 deaths. It's so scary because you can't really prepare for something like that. I live in California so people are always warning us about the san andres fault line. I get so worried thinking about how bad it might get if something like that happens to us.
R_bClDeCMHTrXnuNP_1,R_bClDeCMHTrXnuNP,32,5.167,4.500,1,1,"You are not going to believe this article I just read about something akin to torture, called conversion therapy. It's something, designed by quacks, that is supposed to convert gay or queer people to heterosexual. Are you kidding me? People are who they are in life and are not to be changed, but embraced and supported. The regimen these poor people had to go through in this so called therapy was barbaric, and would not be used in North Korea as a torture. It's unbelievable what people do in the name of helping."
R_bClDeCMHTrXnuNP_2,R_bClDeCMHTrXnuNP,158,3.333,2.000,0,0,"Hey I just read this article about more craziness ISIS is doing? Sometimes the articles have so many names of places I don't recognize and can't pronounce that I get a little off track of the point of the article. I gues those terrorists are using people as human shields to keep and take control or surroundings areas. They know this is against UN policy, but I doubt they care. There is always something going on in the Middle East, it seems nothing gets better for the people just trying to live. I feel like something should be done to improve the situation, but it's been bad since I was a kid and I doubt it'll get better."
R_bClDeCMHTrXnuNP_3,R_bClDeCMHTrXnuNP,225,2.000,2.500,0,0,"Gosh, another article about the Middle East and terrorists. This was is pretty much like the one I ready earlier. Things never get better. The terrorists won't even allow people to leave the city they're holding, to try and reach the Iraqi army nearby who could help them. Maybe the UN needs to step in and do something."
R_bClDeCMHTrXnuNP_4,R_bClDeCMHTrXnuNP,278,2.000,2.000,0,0,"Hi. Just read an article about how Russia is moving some of their military ships near to Britain. What's the deal there? I can really figure out what the Russian government is up to. The article says they are stating the want to keep major waterways safe, but I didn't know there was a problem. Maybe they're creating one."
R_bClDeCMHTrXnuNP_5,R_bClDeCMHTrXnuNP,409,4.333,2.125,1,0,"Those poor families in the Middle East. Near the city of Yemen. I guess so much fighting over there has led to really unhealthy living conditions. They are having new suspected cases of cholera all the time, and most of those ill are young kids. I can't even imagine such bad living conditions. These kids deserve a better life. Not fear and illness."
R_3sBwmH6f8c5bjRk_1,R_3sBwmH6f8c5bjRk,56,1.000,1.000,0,0,I understand why this is a problem but I don't see any reason to get upset over it. It seemed like they were writing about it with more emotion than the situation deserves. Trees die all the time. They're replaced by something else. It's extremely common. I get that it's worth given current climate conditions but still.
R_3sBwmH6f8c5bjRk_2,R_3sBwmH6f8c5bjRk,94,3.500,4.125,0,1,Situations like this make you feel so helpless. I mean it's utterly awful but there's nothing you can do about it. Reading about it just feels like needlessly troubling yourself. There's a feeling of guilt too because the whole situation was brought about by the US invading their country and we could've prevented that.
R_3sBwmH6f8c5bjRk_3,R_3sBwmH6f8c5bjRk,242,5.333,6.125,1,1,This is a completely unacceptable situation. Our military bombs a Doctors Without Borders medical facility and they have the gall to point their fingers at those who were bombed. And the only restitution they offer is a promise to keep bombing and carrying on just like they were until the mission is completed. Revolting.
R_3sBwmH6f8c5bjRk_4,R_3sBwmH6f8c5bjRk,288,1.500,1.000,0,0,"Seems like a pretty ordinary occurrence. I'm sure their families are upset but I'm less sure this kind of story deserves space in a newspaper. A couple people got sick and they died. Anyway, it's a mildly sad story but it's not noteworthy or newsworthy. I don't understand why stories like this run in the paper."
R_3sBwmH6f8c5bjRk_5,R_3sBwmH6f8c5bjRk,360,2.667,2.625,0,0,"I have a lot of sympathy for everyone worried about the Trump administration. I get it. They're not wrong to be worried. I think the author of this article misidentifies the source of the problem, though. It's not Trump. Trump himself isn't why we're in this situation. It's the people and institutions who supported him and the people and institutions who were ineffective at combating him that deserve the lion's share of the blame."
R_1gkCxCAAloxr2og_1,R_1gkCxCAAloxr2og,30,1.333,1.000,0,0,"The article was about smokers and the prevalence of cancer among cigarette smokers. It indicated that the tobacco lobby results in weak tobacco control and a low effort among politicians to try and stop people from smoking. Quite frankly, I'm not sure why I should care about smokers. The evidence is there for them to see, yet they persist in their bad habits. Government can only do so much and it makes little sense for me to worry about another person's health when they are consciously making the decision to kill themselves."
R_1gkCxCAAloxr2og_2,R_1gkCxCAAloxr2og,137,2.333,1.000,0,0,"I have nothing against immigration, so long as it's done legally. I have nothing against illegal immigrants either and often feel there should be pathways to citizenship so long as the illegal immigrant commits no wrongdoings and contributes to the success of the economy of the place they are staying in. The problem with Calais in France is that quite often, terrorists disguised as immigrants make their way in through this area and then commit acts of terror which harm French citizens. French people want to help those that have been displaced in the Middle East, but Calais is a mess."
R_1gkCxCAAloxr2og_3,R_1gkCxCAAloxr2og,225,1.333,1.000,0,0,"The whole situation with Iraq and the uprising of ISIS can be attributed to the U.S. War on Terror and failed attempts at establishing democracy in the Middle East. The truth of the matter is, the G.W. Bush  administration had no idea what they were doing when they decided to invade Iraq under the pretense of ridding Saddam Hussein of weapons of mass destruction: Iraq had none, and we destroyed the Iraqi way of life over this lie. Iraqis may have suffered under Saddam Hussein, but at the very least, the region was stable and extremists were rare. After the American invasion, civilian deaths likely skyrocketed because law and order were thrown out as well."
R_1gkCxCAAloxr2og_4,R_1gkCxCAAloxr2og,296,1.000,1.125,0,0,"The article was about corruption at the International Monetary Fund, specifically the wrongdoing of former boss Rodrigo Rato. The banking industry is rife with issues like this, so it comes as no surprise that someone was trying to take advantage of the system even in an international organization like the IMF. The problem is that we do not have enough prosecutors that are willing to take on the banking industry and put them in their place. I'm tired of constantly hearing about people getting away with white collar crimes."
R_1gkCxCAAloxr2og_5,R_1gkCxCAAloxr2og,349,2.167,1.375,0,0,"It hurts to know that those children may have lost their parents in their ordeal and that they may be put into the ""system"" where they're passed around multiple families before they find a loving home. I wonder if they have relatives that might be willing to take them in. I wish the article had been more informative and told a more comprehensive story about what happened and why the children were spared when three adults were killed. Perhaps there was a spat between the adults involved and the children ended up witnessing a traumatic incident. Either way, no good comes out of this entire situation."
R_3EMi9H6INraNIsy_1,R_3EMi9H6INraNIsy,55,2.000,1.125,0,0,"Well nothing about this article was suprising to me.  I'm sure it wasn't to you either.  We've talked before about how much politicians like to brag, but there's very little to back up the whole ""America is the greatest country in the world"" thing.  Interesting that South Korea has the most patents per people though."
R_3EMi9H6INraNIsy_2,R_3EMi9H6INraNIsy,148,4.167,3.375,1,0,"Aww, I hope this story isn't really true.  I mean do people still go to see elephants perform anywhere?  And people have been so much more vocal and worried about animals for quite a long time, I just have trouble believing that this story is true.  I hope not.  Plus, do elephants really live that long?"
R_3EMi9H6INraNIsy_3,R_3EMi9H6INraNIsy,248,1.000,1.875,0,0,"Yuck.  Although I don't think you can say it was particularly disturbing for women because a lot of women voted for the misogynistic ass.  The real problem was reasonable people didn't bother to vote.  I did.  And after the election news I was so depressed, I stayed home and drank wine that day. I didn't have to work."
R_3EMi9H6INraNIsy_4,R_3EMi9H6INraNIsy,301,2.667,3.000,0,0,"Really?  How are these people allowed to have children?  Its really not that hard to not poison your child is it? I mean it shouldn't be, but maybe these people are high on their own drugs so they don't notice their kids are getting into them.  Its really sad and something should certainly be done.  "
R_3EMi9H6INraNIsy_5,R_3EMi9H6INraNIsy,414,2.000,1.000,0,0,"Its sad and all but when is there every not trouble in the middle east?  You know my grandmother was Syrian so this maybe should be more personal for me, but its kind of not.  Those people are crazy.  Fell sorry for the civilians though and the united states should really take a lot of refugees from there."
R_1CDCVd3BLzRFvYW_1,R_1CDCVd3BLzRFvYW,36,1.833,2.750,0,0,"I felt that reading the excerpt from the article was sad and had me feeling distraught to an extent. I know it's just an article but hearing about all the bad in the world is just an assured way to get a poor start to the day. I was mostly wondering what the situation was where Richard Hong was killed in the Los Angeles home. Whos home was it and why was George Stroumbolopoulos there. I'd like to know the more intricate details of what went down in this crime. Was it a murder of passion or was it cold blooded. Was it in the moment or was it calculated. What will happen now, hopefully and investigation can uncover this. 
"
R_1CDCVd3BLzRFvYW_2,R_1CDCVd3BLzRFvYW,136,1.000,1.000,0,0,"Honestly it seems that the world is and has been providing a place for many refugees from all over for some time. I find it annoying that despite the people from africa and the middle east being evacuated from theyre previous worse situations they still feel the need to incite riot and cause chaos and show not only ungratefulness, but barbarity."
R_1CDCVd3BLzRFvYW_3,R_1CDCVd3BLzRFvYW,215,4.167,1.375,1,0,Its sad that now and moving forward in my lifetime we will see many older actors and actresses succumb to death in its many forms. It makes me feel for those people and gain a sense of time in a view that is not endless. I can put myself in the shoes of someone older and battling health problems and it saddens me to do so.
R_1CDCVd3BLzRFvYW_4,R_1CDCVd3BLzRFvYW,301,1.333,2.750,0,0,"Im shocked at the possibility, and now at the direct knowledge that the opiate crisis in america not only affects older people (adults), but also very young children as well. Opiate overdoses are sad and brutal but the same thing for a child stirs shock and sadness within me to think of the reasons it occurs and that could certainly be prevented."
R_1CDCVd3BLzRFvYW_5,R_1CDCVd3BLzRFvYW,378,1.333,2.500,0,0,This took place close to where I live so I can honestly say that it alarms me. Its a brutal world where this can happen and its always sad. I noticed the police and courts could have been more involved in preventing this but thats just how many of the violent stories I've been hearing have gone recently.
R_2PzZcjCPek5Gsrf_1,R_2PzZcjCPek5Gsrf,62,5.167,1.250,1,0,"I just read about Arnold Palmer dying. He was a fixture on Sunday afternoons watching golf. I really wish that he was still around, I will miss him out on the course. He has always been around since I was a kid, even when he quit playing he would be out there for the major championships. I think it will be different watching them without him around. He was a genuinely nice man. "
R_2PzZcjCPek5Gsrf_2,R_2PzZcjCPek5Gsrf,132,1.000,1.000,0,0,"This article about a firecracker going off during a protest is about the stupidest thing I have seen in a while. The journalists are pond scum trying desperately to write anything they can to divide people up. College kids can't bear a firecracker going off, they need to institute mandatory military service like Israel does, then maybe they would not be scared chickens crying about everything. "
R_2PzZcjCPek5Gsrf_3,R_2PzZcjCPek5Gsrf,197,4.000,1.250,1,0,I did not know much about Cohen before I read the article about his death. I heard the Jeff Buckley song of course because it appears in Shrek. I also think that the Irish girl did a cover of Bird on a Wire that I like. He did a lot of work and was an influence over much of the music scene. It was sad he got ripped off and had to work so hard to re-earn his fortune. It is an informative article and worth a read if you don't know much about him.
R_2PzZcjCPek5Gsrf_4,R_2PzZcjCPek5Gsrf,264,1.000,1.625,0,0,"I really am sick of these pseudo scientists running around screaming the sky is falling. It is a load of garbage science. The take a snapshot of the earth, a vastly complicated system with millions of variables that is in constant flux and motion. They plug this into a model with a couple of hundred hand picked variables and pronounce that we are all doomed. It is bad science and everyone knows it."
R_2PzZcjCPek5Gsrf_5,R_2PzZcjCPek5Gsrf,385,1.000,1.625,0,0,"Another doom and gloom article about Trump. Not surprising, ethics and truth passed out of journalism long ago. Trump is not against renewable power, he just wants a free market and he is right. The free market is the only way you will get renewables to the efficiency that they need to go global and push carbon out. If you coddle them they will get fat and lazy and never move forward. The Paris treaty was a push toward globalism and a boon for the liberals who dream of an elite class ruling the world."
R_tPuj2guRW2IW3Ul_1,R_tPuj2guRW2IW3Ul,56,5.167,4.750,1,1,Hello! I just read this article and would like to share it with you. It is about the oak trees dying along the west coast. I know you are interested and we've talked about this before. It seems to be caused by beetles and they are multiplying faster because of warm temperatures. I wish there was something more we were doing to stop climate change and these warm temps!
R_tPuj2guRW2IW3Ul_2,R_tPuj2guRW2IW3Ul,140,4.167,4.750,1,1,"Passing this article along to you because I know you will think this is absurd. Gay men are not being allowed to donate blood to the victims of the Pulse Nightclub shooting. Isn't that crazy! Apparently, outdated rules put them at high risk for HIV and they can not donate for fear of spreading HIV. This is super discriminatory as HIV is not just found in gay men. People instead should be appropriately tested for HIV."
R_tPuj2guRW2IW3Ul_3,R_tPuj2guRW2IW3Ul,252,2.167,2.625,0,0,Passing this article along to you! Remember how we were just discussing this? I guess there is enough doubt now in the death of the Polish former president that died in that plane crash that they now are exhuming the body. Some people suspect that the Russians actually poisoned him and the crash is a cover up! Not everyone's happy about this though as it might seem disrespectful.
R_tPuj2guRW2IW3Ul_4,R_tPuj2guRW2IW3Ul,273,4.500,4.125,1,1,More trouble at the North Dakota pipeline protests! They have brought in riot police who are trying to break up the protestors. It looks like they are using rubber bullets and arresting a lot of people. It is scary that we can not peacefully protest in this country without fear of injury or arrest. I hope everyone is okay. 
R_tPuj2guRW2IW3Ul_5,R_tPuj2guRW2IW3Ul,396,2.833,3.750,0,0,New wildfires across Appalachia! Thought I'd share this with you after our discussion about California wild fires. This one is huge in the Appalachian mountains and seems to be spreading. It can also be seen from space! Hopefully everyone gets out safe and the firefighters are all able to contain it safely. Thinking of you!
R_1pWjqW6tA6K6MYj_1,R_1pWjqW6tA6K6MYj,74,4.000,7.000,1,1,"Awww, this story is so heartbreaking.  I can't imagine what this family is going through.  Did you see this?  I am hopeful that they can find peace.  If something like this happened to me, I do not know what I would do.  I guess that this just reminds us that life is precious  and we should appreciate what we have!"
R_1pWjqW6tA6K6MYj_2,R_1pWjqW6tA6K6MYj,129,3.000,2.875,0,0,"I cannot believe that this happened.  I feel so bad for her!  Can you believe she received threats on twitter?  It is cyber bullying for sure.  I cannt imagine this happening to me, how scary!  I am so sad that she had to cancel her account because of crazy people.  Ughhh!  I hope that these bullies are caught and she can go back to her account."
R_1pWjqW6tA6K6MYj_3,R_1pWjqW6tA6K6MYj,232,4.000,1.000,1,0,"It is unreal that so many issues can come out of a natural disaster like this.   YOu would think that we could pull together more and help people!  I cannot imagine what would happen to us if a natural dister happened here, we would never recover.  This is soo scary.  I am thankful for all of the people volunteering time to help!"
R_1pWjqW6tA6K6MYj_4,R_1pWjqW6tA6K6MYj,283,4.000,6.250,1,1,Can you believe that these women have to endure this??  I am so thankful that they are standing up for themselves and trying to regain some of their rights.  It is crazy that things like this still go on in this world.  I stand in support of these brave ladies and I hope that no undue harm is caused to them.
R_1pWjqW6tA6K6MYj_5,R_1pWjqW6tA6K6MYj,405,2.000,6.250,0,1,"Can you believe this happened?  Ughh.  How scary!  I realize that people can be angry with each other, but pushing someone in front of a train??? It is amazing to me that people are so out of control that they can't even handle a verbal dispute with someone.  Its easy, just walk away!  I guess I should stay away from the train platform"
R_3itiLqshSfHXeoT_1,R_3itiLqshSfHXeoT,76,2.833,2.000,0,0,"Man, they are ruining the giraffe habitat of the Rothschild giraffe. It kind of sucks, but what can you do? All we do as humans is destroy nature anyway, and when it comes right down to it, I'm sick of hearing about ""This endangered species, That endangered species."" It is near nauseating to hear people continually express concern over things we cannot even change. The habitats are going to be destroyed, animals are going to die - so what? As humans, we are a plague on the earth, but pretending that is going to change any time soon is silly and fool-hearted. I wish people would stop pretending to be concerned over things that they ultimately have almost no influence on, anyway."
R_3itiLqshSfHXeoT_2,R_3itiLqshSfHXeoT,168,4.167,4.000,1,1,"Dude, you won't believe this. A six-year-old girl fell down an elevator shaft and died. The elevator company has to be at fault here, but that won't bring her back! I can't imagine how her parents must feel, looking at my little boy and wondering what it would be like if we lost him in such a horrible -- yet preventable -- tragedy. I feel so bad for the parents, but I wonder if they could have prevented it somehow, and if so, it would be hard not to blame them somewhat for what happened. But that isn't to deflect guilt over how horrible they must feel, as no one wants to lose their child in such an egregious tragedy. I hope you pray for the family with me!"
R_3itiLqshSfHXeoT_3,R_3itiLqshSfHXeoT,216,2.667,1.000,0,0,"Michael Moore did it again! The man might not be much to look at, but he continually nails liberals social values with an iron fist. This time it was him predicting Trump's victory in a film, but what next? He is serving as a light post for liberals, trying to wake them up that aspects of the Democratic party are out of tune with the greater American people, but will they listen? Trump won for many reasons, and while he encourages liberals to tell their conservative friends Hillary ""won the popular vote,"" What good will that even do? The time for liberals to get better in-tune with the needs of the greater american conservative public has long since passed..."
R_3itiLqshSfHXeoT_4,R_3itiLqshSfHXeoT,285,2.167,1.125,0,0,"The Great Barrier Reef (GBR) is not dead, apparently, after all! While the reef is mostly destroyed, it has sections that are coming back to life, and it can be stimulated back to recovery despite a 2016 article proclaiming that it had suffered its death stroke. Did you know it can be seen from outer space? How magnificent! We should do what we can to preserve it, even if it is a losing cause because it is a true wonder of nature. I know that contradicts what I told you earlier about not trying to save species, but hey, whoever said consistency was my greatest attribute?"
R_3itiLqshSfHXeoT_5,R_3itiLqshSfHXeoT,364,1.000,2.500,0,0,"As if our immigration problem couldn't get any worse! Now Haitian immigrants are going through Mexico to show up at the Cali border! I hope they all get deported. Immigrants are nothing but a plague on this country, for the most part, save the elite ones we get from areas of Asia. The Haitians would do nothing to stimulate our economy, would all end up on public assistance, and would cost taxpayers like you and me! We really can't afford to keep letting them stream into the country, but the good news is that most of them are being booted. We just need to change ""MOST"" to ""ALL"" because there is nothing good that can come of letting them in the country!!"
R_2aIZGqZj4dLDI6f_1,R_2aIZGqZj4dLDI6f,38,3.833,7.000,0,1,Please hug your loved ones because they may be gone at any moments of time. If you were in an argument with any of them please reconsider what has happened in the past and let it go. Life is short and we all have only one life to live on this planet. We should all cherish each other and enjoy life to the fullest.
R_2aIZGqZj4dLDI6f_2,R_2aIZGqZj4dLDI6f,122,4.167,4.000,1,1,"We should cherish all the works that the police force offers to us each and every day. While we sleep at night, police officers patrol up and down our streets and neighborhoods making sure that we are safe and sound. We may fear police officers when we see them but fear not because they serve the country as our law and enforcement."
R_2aIZGqZj4dLDI6f_3,R_2aIZGqZj4dLDI6f,183,2.333,3.250,0,0,"For all the married couples out there, please think twice before you cheat on your beloved spouse. Is it really worth to throw away years of experiences down the drain just to have fun with a random stranger for a night? These celebrity scandals are such a joke, all the times I look on the news and these relationships barely last."
R_2aIZGqZj4dLDI6f_4,R_2aIZGqZj4dLDI6f,312,1.000,3.750,0,0,Why are there so many issues between the middle eastern countries and the United States? There needs to be world peace and each nation should stop trying to be the powerful dog here. I wish everyone could just get along and we wouldn't have to waste so much time with these political affairs. So many people lost lives over nonsense. 
R_2aIZGqZj4dLDI6f_5,R_2aIZGqZj4dLDI6f,343,4.500,4.125,1,1,"We live in a different age where millennials are going to be taking over the community shortly within this decade. First we elected the first african-american president. Now we have Trump, the most controversial president of all. He may change things for better or for worse time will tell. Hopefully he can bring innovation."
R_2ymwwrbpEL95KG9_1,R_2ymwwrbpEL95KG9,82,4.333,5.875,1,1,I just read this article about contact lenses.  It has some good information about the risks associated with improper wear of contacts.  I can't believe there are some people who store their lenses in tap water.  Gross! I definitely make it a point to not wear my lenses over the 30 day limit and I try to never fall asleep in wearing them. 
R_2ymwwrbpEL95KG9_2,R_2ymwwrbpEL95KG9,135,5.167,5.250,1,1,This is very sad.  I can only imagine how stressful it must be for the people living in the areas threatened by these fires. It must be so stressful knowing that you have to be ready to evacuate any minute and leaving your home and all your belongings behind to possibly never seeing them again. I also feel bad for all the wildlife. 
R_2ymwwrbpEL95KG9_3,R_2ymwwrbpEL95KG9,221,3.333,1.875,0,0,"I had never heard of people shaming women who give birth by C section. This is one of the dumbest things I've ever heard. I'm sure the majority of C sections are medically required to help the mother and the baby, not because women are just so eager to undergo major surgery. Why do people even care if someone gave birth by C section instead of natural birth anyway. "
R_2ymwwrbpEL95KG9_4,R_2ymwwrbpEL95KG9,260,1.000,1.000,0,0,"I have never heard of any of the people mentioned in this article.  I did not even know that there is a monarchy in Thailand.  It sounds like the king that died recently was very well liked by the Thai people.  Anyway, I hope that this lady heals quickly from her illness and that she has a prompt recovery. "
R_2ymwwrbpEL95KG9_5,R_2ymwwrbpEL95KG9,336,6.500,6.625,1,1,"This is such a sad situation for both the people and the elephants affected by all the coal mining. The world really needs to move forward to try to replace using coal as a means of energy, and replace it with something that is less harmful to humans, animals and the environment.  It's not fair, especially to the animals, since they don't really benefit from the coal mining."
R_SPD8SJu6QwFyOcN_1,R_SPD8SJu6QwFyOcN,10,3.500,5.250,0,1,"It's sad these days how often police are being attacked for just being police.  Mental health is such a problem, we need to find better ways to help people so they don't get to the point of harming others.  Whenever I hear about an officer being hurt I think of your husband.  We are very lucky men like him are choosing to spend their lives to protect us.  I hope we can get help to more people so I can stop worrying if there is someone out there waiting for him."
R_SPD8SJu6QwFyOcN_2,R_SPD8SJu6QwFyOcN,138,4.500,2.625,1,0,"I like some of these new approaches to reducing the harmful effects of bullying, but it's still not enough.  Just having a shocking video that raises awareness doesn't help the problem from starting, just helps us react to it quicker.  We need to keep building programs that are designed to support our children, but we need to do it before they start to bully (or be bullied).  So many of our anti-bullying stories talk about standing up to them and bullying back...that is not the way!"
R_SPD8SJu6QwFyOcN_3,R_SPD8SJu6QwFyOcN,219,3.167,1.375,0,0,"Wow, can you believe he survived in the jungle that long on his own?  It is amazing what the human body is capable of hey?  I remember the last time I went a couple days without food and it was so intense.  People think they are ready to survive in the wild but we really have so few skills to get food for ourselves without the right tools.  It's amazing that he was found after all that time.  I wonder how long it will take for him to recover?"
R_SPD8SJu6QwFyOcN_4,R_SPD8SJu6QwFyOcN,306,1.500,3.375,0,0,"These numbers leave little room to think that climate change is not happening.  As you know, I firmly believe in the importance of environmental protections and think climate change is a problem.  However, articles like this only add to the problem.  These numbers are shocking on the surface but could easily be explained by natural fluctuations year to year.  I wish they would focus on balanced science instead."
R_SPD8SJu6QwFyOcN_5,R_SPD8SJu6QwFyOcN,352,4.167,6.250,1,1,"When will this world learn that rape is wrong, regardless of the context?  Too many women are treated as an object, then punished by the system afterward.   Some would say it is because of the religious beliefs in the area but America is no better.  In our own backyard women can be raped and forced into carrying the baby to term as the father has ""rights.""   Something needs to be done, and the British government needs to step in a help his woman."
R_1f3fRDbsl9jD5Ww_1,R_1f3fRDbsl9jD5Ww,30,2.000,1.875,0,0,"Those of you who smoke should quit. Once we quit, we're often surprised at the changes in attitude we experience regarding smoking, and life in general. When we quit and win our freedom from addiction, our mindset changes. After I quit I came to realize how much I really don't like it! I think I care more about myself now:  My health, I stand up for myself when appropriate, I feel like there are more possibilities out there now without my smoking monkey on my back."
R_1f3fRDbsl9jD5Ww_2,R_1f3fRDbsl9jD5Ww,107,1.333,1.375,0,0,"We definitely need to make sure we step up our efforts to vet who we let in this country, especially as far as refugees go. Just like you wouldn't leave your door open and invite intruders, we should not let refugees into our country without vetting them. We don't know if they're part of ISIS or not. It may seem like racial profiling, but only Middle Easterners belong to ISIS, so it is appropriate in this case."
R_1f3fRDbsl9jD5Ww_3,R_1f3fRDbsl9jD5Ww,212,1.167,1.250,0,0,"Trump's handling of Mexico has been atrocious. While illegal immigration may have fallen, it's no reason to treat such a big trading partner like a second class world citizen by telling them they have to pay for a wall. A wall which would be completely useless as far as keeping people out, because there are such things as shovels and boats. It's just completely absurd."
R_1f3fRDbsl9jD5Ww_4,R_1f3fRDbsl9jD5Ww,275,3.000,2.625,0,0,"This is definitely an upsetting thing that has happened. We like to think that when we go to a theme park, all the rides are completely safe and maintained well. But there is always a risk, however small, that something tragic could happen. Even in a safe environment like a well-maintained park, we need to keep up our guard and use good judgment."
